,year_id,month_id,cty_cd,旅客量,客座率
659,2015,7,EEE,1980667,0.8041786000000001
660,2015,1,SSS,1359304,0.7984802000000001
661,2015,5,WWW,3067021,0.8009480000000001
662,2017,7,NNN,982185,0.8655115999999999
663,2015,1,ZZZ,543067,0.8274296
664,2017,10,ZZZ,980778,0.8755306
665,2015,5,NNN,711761,0.8436968
666,2016,2,JJJ,590515,0.7944150000000001
667,2017,3,JJJ,748520,0.8343729999999999
668,2017,2,WWW,3290873,0.8721578
669,2016,8,XXX,651557,0.885357
670,2016,9,MMM,732102,0.8547857999999999
671,2015,3,PPP,791039,0.8857696
672,2015,3,HHH,512311,0.8231204
673,2015,10,DDD,1434938,0.8725444
674,2016,9,UUU,782475,0.7652746
675,2017,3,AAA,3734544,0.8393959999999999
676,2016,4,GGG,1382752,0.870529
677,2017,1,KKK,610945,0.8099204000000001
678,2015,6,JJJ,644047,0.813201
679,2016,5,JJJ,701606,0.801528
680,2017,1,SSS,1577063,0.7929614
681,2016,10,XXX,702161,0.9130288000000001
682,2017,10,AAA,3998291,0.8428992
683,2016,12,RRR,1865533,0.8403898
684,2015,5,UUU,764073,0.7510286
685,2015,3,SSS,1583912,0.8636808
686,2015,12,MMM,615427,0.8010182
687,2015,11,RRR,1352801,0.8537056
688,2016,8,KKK,670098,0.8886034
689,2017,7,MMM,815990,0.8244376
690,2017,2,DDD,1729862,0.8777184
691,2015,5,EEE,1851360,0.8289532
692,2015,8,TTT,1105342,0.8717126
693,2015,9,YYY,688171,0.815132
694,2017,1,ZZZ,797630,0.8696084
695,2015,5,DDD,1383969,0.8438958
696,2017,10,PPP,756851,0.896354
697,2017,9,JJJ,895116,0.8362912
698,2016,12,SSS,1539183,0.822568
699,2015,12,DDD,1405218,0.8492346
700,2016,7,AAA,3780300,0.8308548
701,2016,2,HHH,673503,0.845797
702,2015,3,ZZZ,605432,0.8522246
703,2016,5,KKK,597650,0.8206152
704,2016,1,GGG,1242069,0.8316448
705,2016,12,CCC,727940,0.8597748
706,2017,6,YYY,874621,0.8418814
707,2017,5,NNN,806110,0.8571759999999999
708,2016,8,JJJ,910484,0.8683092
709,2017,7,TTT,1279728,0.8505268
710,2015,1,HHH,547073,0.8681719999999999
711,2016,10,YYY,842245,0.8523778
712,2015,2,GGG,974803,0.871934
713,2016,3,UUU,777157,0.7562562
714,2016,6,DDD,1684222,0.8790876
715,2017,2,UUU,866150,0.8307066
716,2015,4,AAA,3502777,0.8354062
717,2015,3,RRR,1621762,0.8316591999999999
718,2015,2,WWW,2685700,0.8018388000000001
719,2017,2,MMM,749305,0.8438602
